2011071684, 1003051814080417
2011071683, 1809121908031517
2011071682, 1204021814101905
2011071681, 0205201501081413
2011071680, 0501081606151412
2011071679, 0616021105090817
2011071678, 1808121910151613
2011071677, 1808170420061113
2011071676, 0616170110030715
2011071675, 0212201611140105
2011071674, 0711131815190508
2011071673, 1710060216051204
2011071672, 1908031812021520
2011071671, 1815112003061705
2011071670, 1712050902031016
2011071669, 0209130704031219
2011071668, 2013150116040217
2011071667, 1310061911031507
2011071666, 0320131715090607
2011071665, 1505040607031413
2011071664, 0414031817070616
2011071663, 1004141305151719
2011071662, 0907081220010319
2011071661, 1107092010021418
2011071660, 0109151817160311
2011071659, 1102140709040503
2011071658, 0911021214130110
2011071657, 1707031401100418
2011071656, 1910160302041201
2011071655, 1701150911162013
2011071654, 0807121509061413
2011071653, 0217102001181516
2011071652, 1416060215091901
2011071651, 1213161804100915
2011071650, 1510190111130302
2011071649, 1920080310140115
2011071648, 0109181702162010
2011071647, 1917070608131511
2011071646, 1504050914071101
2011071645, 0109080704151611
2011071644, 0807011811101415
2011071643, 1707201311191406
2011071642, 0108101820190715
2011071641, 1613100603091712
2011071640, 1204022006191007
2011071639, 1607140315020809
2011071638, 0502171507191813
2011071637, 1516141820051713
2011071636, 1201200503171910
2011071635, 1617191005130406
2011071634, 1618151119100317
2011071633, 1806101912171411
2011071632, 1617070810011315
2011071631, 1912110908011417
2011071630, 1006191320140801
2011071629, 1018021716081901
2011071628, 1504141213111906
2011071627, 1008200317071504
2011071626, 0104191516180912
2011071625, 1901100402151213
2011071624, 0220010819161218
2011071623, 1619200915021108
2011071622, 1801080204161211
2011071621, 0805131101101217
2011071620, 0509041208011310
2011071619, 1518130117052010
2011071618, 0518170319061410
2011071617, 1415021217100109
2011071616, 1116131505040719
2011071615, 1007200902171105
2011071614, 0602010920181519
2011071613, 0709201413011211
2011071612, 0812041520010219
2011071611, 0610011216081118
2011071610, 1715052012190704
2011071609, 0212081309140418
2011071608, 1310081711191209
2011071607, 0115130602041816
2011071606, 0111200313050216
2011071605, 1705090111141802
2011071604, 1820030604141507
2011071603, 0703020517061908
2011071602, 0205191517011809
2011071601, 2017120915190413
2011071584, 0305151706191316
2011071583, 1109140706161701
2011071582, 0717150313101802
2011071581, 0918050814061517
2011071580, 2006181316170704
2011071579, 1507051013110412
2011071578, 1705090307121604
2011071577, 0403201215091416
2011071576, 1108141602130712
2011071575, 0220100619170714
2011071574, 0115082005061716
2011071573, 0715020405060120
2011071572, 0818140603011120
2011071571, 2001171218091106
2011071570, 0414080502131016
2011071569, 1210061815091320
2011071568, 0302171901201305
2011071567, 0716120509111504
2011071566, 1306071008040319
2011071565, 1611041407120310
2011071564, 0908191415130112
2011071563, 1610070112081304
2011071562, 1514020409031316
2011071561, 1611180506041012
2011071560, 1610060315112013
2011071559, 1709191412041002
2011071558, 1114122007061802
2011071557, 1201021810150409
2011071556, 0319012002111412
2011071555, 1617071405040806
2011071554, 0914040605170320
2011071553, 1520121708141110
2011071552, 0920020118161104
2011071551, 1208030605111801
2011071550, 2007060908120502
2011071549, 0502110318070416
2011071548, 1219051018020920
2011071547, 2005071417030811
2011071546, 1904060316170911
2011071545, 0212140308130701
2011071544, 0905150218081020
2011071543, 0308011917160411
2011071542, 0914050203111908
2011071541, 2012170106181913
2011071540, 0410121301191518
2011071539, 1003120413080705
2011071538, 2001101405081704
2011071537, 0501121815072013
2011071536, 0218121001142017
2011071535, 0701081009181402
2011071534, 1102070112080416
2011071533, 0415010810120602
2011071532, 1406170918150210
2011071531, 1813021719150812
2011071530, 1701100616121805
2011071529, 1104080316071302
2011071528, 0908060314051312
2011071527, 1403060118100405
2011071526, 1918021606170712
2011071525, 1910040512021703
2011071524, 1805081310021404
2011071523, 1207141117050220
2011071522, 1518121019200913
2011071521, 2008101319020511
2011071520, 1319061011150209
2011071519, 1004201416150501
2011071518, 0515112012131910
2011071517, 1804111915100516
2011071516, 1913020609012004
2011071515, 1020171204081914
2011071514, 1115030610080709
2011071513, 0309121106201310
2011071512, 0210041112010318
2011071511, 1001061216040517
2011071510, 0114130510070311
2011071509, 1808130507090601
2011071508, 0920081105070614
2011071507, 0716170604181514
2011071506, 0918061719201508
2011071505, 0913030117111816
2011071504, 0612070804191805
2011071503, 0816140911121510
2011071502, 0517090402071115
2011071501, 0807200410010516
2011071484, 1614180904111301
2011071483, 1910021217012016
2011071482, 1816011910171214
2011071481, 2009191202181705
2011071480, 1101090307100415
2011071479, 0502141301030912
2011071478, 0613051718100311
2011071477, 2009190618121614
2011071476, 1409160201121508
2011071475, 0807191806020912
2011071474, 1210150401021905
2011071473, 1117192005061516
2011071472, 1205180215011610
2011071471, 0919170401020314
2011071470, 1917090408012003
2011071469, 1502200112041610
2011071468, 1802201719041006
2011071467, 1513101601081711
2011071466, 0711010809161804
2011071465, 0820040506100102
2011071464, 0310091402180115
2011071463, 1903120116182013
2011071462, 1813200317160506
2011071461, 1707190305080211
2011071460, 1303171507180916
2011071459, 1015070803011320
2011071458, 0619170716150809
2011071457, 1402191217080906
2011071456, 0502081006181209
2011071455, 1319041210160609
2011071454, 0307112013190418
2011071453, 2019180711101606
2011071452, 0311161804080210
2011071451, 1918171409071603
2011071450, 1103141920120917
2011071449, 0315110109061614
2011071448, 0109161820120608
2011071447, 0612180401191503
2011071446, 2019051516040213
2011071445, 0403201316171006
2011071444, 1308051815021606
2011071443, 1014190218011506
2011071442, 1910011713112009
2011071441, 0918041508120106
2011071440, 1513100820070402
2011071439, 1813170112070210
2011071438, 0407101116201714
2011071437, 0111050815061416
2011071436, 0316181702100409
2011071435, 0217150918051606
2011071434, 0619150114201703
2011071433, 1112160903021910
2011071432, 0603140405071813
2011071431, 0905041102150706
2011071430, 0208190514150710
2011071429, 0214080709201701
2011071428, 0318160908110619
2011071427, 1219101315110914
2011071426, 0409191410010613
2011071425, 1520041408060311
2011071424, 1316171410111803
2011071423, 0720180910131614
2011071422, 1210060203130709
2011071421, 1407181602091304
2011071420, 1610071118090306
2011071419, 1710150513080619
2011071418, 2007051506170319
2011071417, 1701050718091012
2011071416, 1916101407051704
2011071415, 1614120809182015
2011071414, 0109061716111512
2011071413, 1408110309051615
2011071412, 0706151309021019
2011071411, 0308022009181106
2011071410, 1202091001072006
2011071409, 0719011720051418
2011071408, 0407091617050818
2011071407, 0215100301050413
2011071406, 0218061701162005
2011071405, 0502182009031206
2011071404, 0905041206191108
2011071403, 1406042008121118
2011071402, 1116051803091308
2011071401, 0713161811081714
2011071384, 0108151918060405
2011071383, 1502130511200317
2011071382, 1117061301090405
2011071381, 1609050414060215
2011071380, 1809100708042014
2011071379, 1101022013100407
2011071378, 0218101613191711
2011071377, 0802160515031318
2011071376, 1209110615070503
2011071375, 0816150514200210
2011071374, 0212060905170803
2011071373, 1915091217051406
2011071372, 1204151003141602
2011071371, 0301100405151311
2011071370, 0110031512200906
2011071369, 1609190118021105
2011071368, 0902062014191115
2011071367, 0715130810181701
2011071366, 0715091211010503
2011071365, 2013090412011814
2011071364, 1117151812030210
2011071363, 0316101101201704
2011071362, 0204132008121814
2011071361, 1602171206150507
2011071360, 0203111301120819
2011071359, 0617042014191518
2011071358, 1305080301181915
2011071357, 0314170913192011
2011071356, 1406020415031001
2011071355, 1607041709191214
2011071354, 1601110307102014
2011071353, 1604110919201702
2011071352, 0220160714040901
2011071351, 1605110412091310
2011071350, 1002121301181114
2011071349, 1614031020190906
2011071348, 0320171401160412
2011071347, 0108171514060219
2011071346, 0507191408040103
2011071345, 1104011206080218
2011071344, 0812191716022004
2011071343, 1517140601081218
2011071342, 1909111706150510
2011071341, 1707051815121120
2011071340, 1001020414071205
2011071339, 0511030616011710
2011071338, 0604110503101502
2011071337, 1106080318040919
2011071336, 0719051613101820
2011071335, 0914151711061301
2011071334, 1008111814190317
2011071333, 1320160110190504
2011071332, 0816090601071813
2011071331, 1810201219030911
2011071330, 0312141307011704
2011071329, 0407022011120910
2011071328, 1013040212110709
2011071327, 0716041115131210
2011071326, 1408161004191805
2011071325, 1610121808140304
2011071324, 1502111712080920
2011071323, 1801110919100214
2011071322, 0817091419021006
2011071321, 1211151014170218
2011071320, 1418190710130417
2011071319, 1913060516071018
2011071318, 1020191812070405
2011071317, 1405020301131611
2011071316, 1009132017020615
2011071315, 1902141013050318
